Track,Album Name,Artist,Release Date,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,Year,Spotify Streams (Millions)
Melhor Vibe,Melhor Vibe,MC Ryan SP,2024-03-20,"1,519",37.7,39157273.0,2886.0,19563551.0,73.0,2024,39.157273
Un Besito Mï¿½,Un Besito Mï¿½,Salastkbron,2024-03-14,"1,581",36.9,39026522.0,4463.0,10235789.0,72.0,2024,39.026522
Ya Te Olvide,Ya Te Olvide,Natanael Cano,2024-05-15,"1,032",47.4,38139811.0,1763.0,29137587.0,79.0,2024,38.139811
"High Rated Gabru (From ""High Rated Gabru"")",High Rated Gabru,Guru Randhawa,2017-07-04,"1,981",32.4,37248788.0,8023.0,1580067.0,50.0,2017,37.248788
Casca de Bala,A Cara das Vaquejadas 3.0,Thullio Milionï¿½ï¿,2024-03-01,139,128.5,37157630.0,2052.0,30387641.0,74.0,2024,37.15763
LDR,LDR,Shoti,2022-08-27,"1,365",40.1,37027643.0,5646.0,1050088.0,57.0,2022,37.027643
For Life (feat. Zak Abel & Nile Rodgers),For Life (feat. Zak Abel & Nile Rodgers),Kygo,2024-04-19,"1,240",42.6,36844307.0,4216.0,90998184.0,76.0,2024,36.844307
When It Comes To You,When It Comes To You,Fridayy,2023-07-21,"1,884",33.4,36398813.0,7606.0,12388422.0,62.0,2023,36.398813
Que Se Cuide,Que Se Cuide,Luis R Conriquez,2024-05-03,"1,151",44.2,36145614.0,1566.0,48637114.0,77.0,2024,36.145614
How We Roll,How We Roll,Ciara,2023-08-04,684,58.3,36007719.0,11757.0,1829300.0,53.0,2023,36.007719
overseas,overseas,Ken Carson,2024-04-12,"1,095",45.8,35980441.0,7297.0,7809196.0,79.0,2024,35.980441
Imagine,Imagine,Carbonne,2024-05-03,"1,301",41.2,35864342.0,3113.0,9735703.0,77.0,2024,35.864342
"Shaitan Ka Saala (From ""Housefull 4"")","Shaitan Ka Saala (From ""Housefull 4"")",Sohail Sen,2019-10-07,"1,805",34.2,35269135.0,3782.0,1470547.0,44.0,2019,35.269135
MAESTRO,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',SEVENTEEN,2024-04-29,407,75.7,35244286.0,1629.0,14912783.0,75.0,2024,35.244286
It's A Wrap - Sped Up,It's A Wrap,Mariah Carey,2023-02-10,"1,900",33.3,35004403.0,6013.0,1732149.0,51.0,2023,35.004403
Gulabi Sadi,Gulabi Sadi,Sanju Rathod,2024-02-06,587,62.6,34996527.0,983.0,2100536.0,69.0,2024,34.996527
After Hours,After Hours,Kehlani,2024-04-04,"1,019",47.6,34629239.0,3962.0,55053444.0,14.0,2024,34.629239
L$d,Deaf 2 Society,Luclover,2022-04-22,"1,199",43.3,34621941.0,15846.0,2877860.0,36.0,2022,34.621941
Love Me JeJe,Love Me JeJe - Single,Tems,2024-04-25,"1,274",41.9,34621656.0,4787.0,53092639.0,76.0,2024,34.621656
Thang For You (feat. No Cap),Thang For You (feat. No Cap),Rylo Rodriguez,2023-06-23,"1,860",33.7,34566972.0,14562.0,6350457.0,54.0,2023,34.566972
Tiryakinim,Tiryakinim,Bayhan,2024-04-18,599,61.8,34304595.0,1805.0,4615455.0,71.0,2024,34.304595
Ain't No Love In Oklahoma (From Twisters: The Album),Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,2024-05-16,507,68.5,33661899.0,3565.0,32881291.0,79.0,2024,33.661899
Maria Mariah,Maria Mariah,JC NO BEAT,2023-11-17,"1,811",34.2,33605864.0,12453.0,3161785.0,32.0,2023,33.605864
How Sweet,How Sweet,NewJeans,2024-05-24,228,102.3,33595707.0,1940.0,36883184.0,79.0,2024,33.595707
Goa Beach,Goa Beach,Tony Kakkar,2020-02-11,"1,576",36.9,33384757.0,3507.0,1365917.0,48.0,2020,33.384757
APAGA EL CEL,APAGA EL CEL - Single,FloyyMenor,2024-05-17,929,50.0,33245898.0,2343.0,69471936.0,78.0,2024,33.245898
Fried (She a Vibe),WE DON'T TRUST YOU,Future,2024-03-22,"1,216",42.9,33224742.0,8465.0,12808538.0,,2024,33.224742
Yoksun,Yoksun - Single,Ebru Yaï¿½ï,2024-02-02,"1,048",46.9,33174286.0,1658.0,1193973.0,,2024,33.174286
Armageddon,Armageddon - The 1st Album,aespa,2024-05-27,108,147.4,32942304.0,1262.0,26204483.0,74.0,2024,32.942304
Bulletproof,Bulletproof,Nate Smith,2024-02-09,"1,710",35.3,32849769.0,3617.0,14360509.0,,2024,32.849769
MASHA ULTRAFUNK,MASHA ULTRAFUNK,HISTED,2024-03-08,422,74.9,32435333.0,2141.0,18509359.0,76.0,2024,32.435333
ıııııı (HEYA),IVE SWITCH,IVE,2024-04-29,568,63.8,32189908.0,1646.0,17870918.0,60.0,2024,32.189908
Tacos Gucci,Tacos Gucci - Single,Anuel AA,2024-02-15,"1,970",32.5,31900914.0,4008.0,6510589.0,,2024,31.900914
"Leke Prabhu Ka Naam (From ""Tiger 3"")","Leke Prabhu Ka Naam (From ""Tiger 3"")",Pritam,2023-10-23,"1,952",32.6,31783195.0,1189.0,1483697.0,,2023,31.783195
Nasty,Nasty,Tinashe,2024-04-12,217,104.4,31612906.0,3887.0,106475497.0,76.0,2024,31.612906
LOST!,"Right Place, Wrong Person",RM,2024-05-24,"1,958",32.6,31453044.0,763.0,32866636.0,80.0,2024,31.453044
REAL GANGSTA LOVE,EL ï¿½ï¿½LTIMO B,Trueno,2024-05-23,"1,554",37.2,31366703.0,1732.0,118815213.0,78.0,2024,31.366703
"Kalaastar (From ""Honey 3.0"")","Kalaastar (From ""Honey 3.0"") - Single",Yo Yo Honey Singh,2023-10-15,"1,920",33.0,31193454.0,2610.0,1441921.0,,2023,31.193454
"Tshwala Bam (feat. S.N.E, EeQue)","Tshwala Bam (feat. S.N.E, EeQue)",TitoM,2024-02-23,"1,927",33.0,30674267.0,5326.0,8199508.0,68.0,2024,30.674267
Piyar Farak Wali,Piyar Farak Wali,Pawan Singh,2023-04-24,"1,846",33.8,30668840.0,681.0,196547.0,60.0,2023,30.66884
Lose My Breath (Feat. Charlie Puth),Lose My Breath,Stray Kids,2024-05-10,457,72.0,29994527.0,1665.0,25533535.0,57.0,2024,29.994527
POR QUï¿½ï¿½ SE,POR QUï¿½ï¿½ SE,Grupo Frontera,2024-05-09,"1,225",42.7,29906024.0,1596.0,46272988.0,76.0,2024,29.906024
kompa pasiï¿½,kompa pasiï¿½,ıııııııııı,2024-04-12,345,82.5,29458027.0,2602.0,6588032.0,78.0,2024,29.458027
Sent Gamkauwa,Sent Gamkauwa,Shivani Singh,2023-05-19,"1,717",35.3,29424141.0,487.0,282647.0,62.0,2023,29.424141
on one tonight,One of Wun,Gunna,2024-05-10,"1,986",32.3,28658023.0,4184.0,26150391.0,77.0,2024,28.658023
Yimmy Yimmy,Yimmy Yimmy (feat. Jacqueline Fernandez) - Single,Tayc,2024-03-08,491,69.5,28543791.0,1305.0,5420569.0,74.0,2024,28.543791
Endless Summer,Endless Summer,Alan Walker,2023-07-13,"1,040",47.0,28340672.0,7147.0,9900066.0,55.0,2023,28.340672
Mejor Que Ayer,Mejor Que Ayer - Single,Diego Torres,2023-08-31,"1,744",34.9,28210202.0,5046.0,2986473.0,,2023,28.210202
Pickup Man (feat. Post Malone),HIXTAPE Vol. 3: DIFFTAPE (Small Batch),HARDY,2023-11-09,"1,055",46.8,27891947.0,11898.0,5352704.0,,2023,27.891947
Banana (feat. Shaggy),Banana (feat. Shaggy),Conkarah,2019-08-16,341,82.7,27747363.0,9067.0,1365840.0,41.0,2019,27.747363
Never Be Lonely,Never Be Lonely,Jax Jones,2024-02-09,"1,896",33.3,27715232.0,2834.0,16731190.0,,2024,27.715232
Friendly Fire,Friendly Fire,Linkin Park,2024-02-23,"1,505",37.8,27605207.0,4232.0,10396816.0,8.0,2024,27.605207
Ojapiano,Ojapiano - Single,KCee,2023-06-03,"1,222",42.8,27444985.0,8182.0,3092737.0,56.0,2023,27.444985
Aesthetic,Aesthetic,Xilo,2020-02-14,969,49.0,27312761.0,9048.0,2060708.0,38.0,2020,27.312761
FALTA DE QUï¿½,FALTA DE QUï¿½,Luan Pereira,2024-05-16,"1,541",37.4,27120441.0,1557.0,41022920.0,77.0,2024,27.120441
SPIDER,SPIDER,GIMS,2024-05-10,731,56.6,26972053.0,3364.0,11637634.0,76.0,2024,26.972053
Never Let Go,Never Let Go - Single,Jung Kook,2024-06-07,499,68.9,26891849.0,722.0,63940453.0,81.0,2024,26.891849
"This Wish - From ""Wish""","This Wish (From ""Wish"")",Ariana DeBose,2023-10-18,186,110.9,26674909.0,2673.0,8562091.0,19.0,2023,26.674909
Volver Al Futuro,Volver Al Futuro,Oscar Maydon,2024-05-30,"1,202",43.2,25593926.0,1247.0,63521139.0,78.0,2024,25.593926
Mas Existe um Lugar,Mas Existe um Lugar - Single,Kaio Viana,2023-03-23,795,54.3,24963236.0,5624.0,1097527.0,48.0,2023,24.963236
Coup du marteau,Coup du marteau,Tam Sir,2023-12-08,331,84.3,24933240.0,4241.0,2378348.0,,2023,24.93324
Chatak Matak,Chatak Matak,Renuka Panwar,2020-12-19,"1,391",39.7,24806000.0,1588.0,347235.0,54.0,2020,24.806
Sorry 4 The Wait,Sorry 4 The Wait,Lil Wayne,2022-01-14,"1,079",46.0,24285898.0,8422.0,1181602.0,54.0,2022,24.285898
MON LOVE OHO,MON LOVE OHO,Liamsi,2023-04-07,666,58.9,24215252.0,12008.0,950490.0,48.0,2023,24.215252
Oi Erro - Ao Vivo,Oi Erro (Ao Vivo),Simone Mendes,2023-03-24,"1,899",33.3,23883628.0,1390.0,2563092.0,51.0,2023,23.883628
One Side,One Side,Iyanya,2022-09-15,977,48.9,23823099.0,10859.0,859682.0,53.0,2022,23.823099
ııııııııııııııııııııı,ııııııııııııııııııııı,HoneyWorks,2022-11-21,"1,014",47.7,23191929.0,5912.0,438018.0,51.0,2022,23.191929
HAY LUPITA,HAY LUPITA - Single,Lomiiel,2024-03-28,"1,187",43.6,22692011.0,1996.0,19217759.0,71.0,2024,22.692011
Kilerito,Kilerito - Single,Brytiago,2024-04-19,"1,654",35.9,22216368.0,3237.0,31871109.0,,2024,22.216368
Tek Baï¿½ï¿½,Tek Baï¿½ï¿½ï¿½ï¿½ma,Semicenk,2024-05-03,875,51.6,21803486.0,1250.0,4918007.0,72.0,2024,21.803486
Commando,Commando - Single,Mavokali,2022-09-28,380,78.6,21667023.0,9105.0,1266295.0,,2022,21.667023
greedy sped up,greedy,Tate McRae,2023-09-14,"1,074",46.2,21648841.0,2778.0,2506076.0,,2023,21.648841
BOA,BOA,Megan Thee Stallion,2024-05-09,"1,663",35.8,21644029.0,1925.0,30906340.0,79.0,2024,21.644029
ıııııııııııı,Bibbidiba - Single,Hoshimachi Suisei,2024-03-23,"1,482",38.1,21255074.0,1754.0,3985309.0,70.0,2024,21.255074
Who Is Your Guy?,Who Is Your Guy?,Spyro,2022-11-25,714,57.4,21236593.0,6366.0,592410.0,52.0,2022,21.236593
Beat Of Your Heart,Beat Of Your Heart - Single,Purple Disco Machine,2024-01-26,"1,902",33.3,21179750.0,3144.0,19059841.0,,2024,21.17975
Stuck In The Middle,BABYMONSTER Pre-Release Single [Stuck In The Middle],BABYMONSTER,2024-02-01,972,49.0,21167612.0,1285.0,2035557.0,,2024,21.167612
Pagli Dekhave Agarbatti,Pagli Dekhave Agarbatti,Neelkamal Singh,2023-09-28,"1,124",44.8,20981562.0,379.0,284348.0,,2023,20.981562
Sweet Dreams,Sweet Dreams,Koe Wetzel,2024-05-17,"1,836",33.9,20827832.0,2016.0,9370898.0,75.0,2024,20.827832
Bubble Gum,How Sweet,NewJeans,2024-05-24,"1,101",45.6,20630900.0,1536.0,9077425.0,76.0,2024,20.6309
Mittelmeer,Mittelmeer,Pashanim,2024-05-23,"1,840",33.9,20583156.0,3159.0,12002200.0,76.0,2024,20.583156
HEAT STICK,HEAT STICK,Shoreline Mafia,2024-05-10,979,48.8,20538101.0,3675.0,33607850.0,74.0,2024,20.538101
Whatsapp (Wassam),Whatsapp (Wassam),Gunna,2024-05-03,"1,404",39.5,20011325.0,3854.0,12725358.0,,2024,20.011325
Mr Pot Scraper,Mr Pot Scraper - Single,Bossman Dlow,2024-02-23,"1,446",38.6,19565712.0,3586.0,6501678.0,,2024,19.565712
"Perdonarte, ï¿½ï¿½Para Q","Perdonarte, ï¿½ï¿½Para Q",Los ï¿½ï¿½ngeles Az,2024-05-23,943,49.5,19514243.0,1329.0,42180412.0,75.0,2024,19.514243
Honey Boy (feat. Nile Rodgers & Shenseea),Honey Boy (feat. Nile Rodgers & Shenseea) - Single,Purple Disco Machine,2024-05-03,"1,905",33.2,19468909.0,2924.0,43639283.0,73.0,2024,19.468909
No Se Vale,un,Camilo,2024-02-07,883,51.4,19388370.0,1341.0,7152408.0,,2024,19.38837
Sleep Well,Sleep Well - Single,CG5,2024-02-16,"1,086",45.9,19236234.0,1602.0,962658.0,,2024,19.236234
SKEU SKEU (SPEED UP),SKEU SKEU (SPEED UP) (feat. Wilsko & 7ia) - Single,Jogga,2023-09-20,"1,956",32.6,18794730.0,5074.0,442006.0,,2023,18.79473
Bounce When She Walk,Bounce When She Walk,Ohboyprince,2023-02-03,753,55.9,18637452.0,6915.0,751599.0,45.0,2023,18.637452
Full Senyum Sayang,Full Senyum Sayang,Evan Loss,2022-04-28,333,84.0,18296870.0,1967.0,400655.0,,2022,18.29687
Oublie-moi,Oublie-moi,Emkal,2022-09-16,405,76.0,17992999.0,11288.0,327900.0,42.0,2022,17.992999
Winning Speech,Winning Speech,Karan Aujla,2024-05-16,910,50.6,17917738.0,938.0,5754144.0,73.0,2024,17.917738
GASLIGHT,GASLIGHT,INJI,2022-04-14,"1,463",38.3,17756452.0,8421.0,1500039.0,48.0,2022,17.756452
Ronald,Ronald,Falling In Reverse,2024-05-07,"1,357",40.3,17589316.0,3463.0,4194033.0,72.0,2024,17.589316
Karma,Karma,JoJo Siwa,2024-04-05,716,57.2,17310258.0,1840.0,5419557.0,,2024,17.310258
ıııııııııııı,ıııııııııııı,ANNA ASTI,2023-07-14,"1,922",33.0,17080355.0,5909.0,554886.0,53.0,2023,17.080355
WOKE UP,WOKE UP,XG,2024-05-21,877,51.5,16684393.0,1247.0,25606219.0,74.0,2024,16.684393
Love You So,The King Khan & BBQ Show,The King Khan & BBQ Show,2005-01-01,"1,918",33.1,16326628.0,12434.0,3542140.0,44.0,2005,16.326628
Hundred Miles (Sped Up Version),Hundred Miles (Sped Up Version) [feat. Gabriela Richardson] - Single,Yall,2023-02-03,641,59.7,16264949.0,4532.0,1638498.0,48.0,2023,16.264949
"Choli Ke Peeche (From ""Crew"")","Choli Ke Peeche (From ""Crew"") - Single",Diljit Dosanjh,2024-03-20,"1,006",47.9,16264473.0,552.0,6584623.0,,2024,16.264473
Funk do Patinho,Funk do Patinho,Bento e Totï¿,2022-01-22,887,51.2,16197748.0,1827.0,221916.0,55.0,2022,16.197748
El Beneficio De La Duda,El Beneficio De La Duda,Grupo Firme,2024-05-28,880,51.4,15557247.0,446.0,37375496.0,73.0,2024,15.557247
"Earth, Wind & Fire",HOW?,BOYNEXTDOOR,2024-04-15,"1,328",40.8,15434400.0,1054.0,10955415.0,,2024,15.4344
Little Life,Little Life,Cordelia,2023-10-19,"1,844",33.8,15433188.0,5294.0,5121873.0,,2023,15.433188
"This Is The Thanks I Get?! - From ""Wish""","This Is The Thanks I Get?! (From ""Wish"")",Chris Pine,2023-10-25,492,69.4,15090071.0,1405.0,7665573.0,,2023,15.090071
Anabella,Anabella,Khaid,2023-07-14,536,66.3,14645123.0,2424.0,586834.0,52.0,2023,14.645123
Attitude (feat. Charlie Wilson & Cash Cobain),Attitude (feat. Charlie Wilson & Cash Cobain),Don Toliver,2024-05-22,"1,281",41.6,14204736.0,2162.0,41453309.0,,2024,14.204736
ıııııııııııııııııııııııııııııı,ıııııııııııııııııııııııııııııı,Parkmalody,2023-10-14,"1,804",34.2,13900332.0,1737.0,402173.0,,2023,13.900332
Toki,Toki,Casper Magico,2024-05-02,878,51.5,13741023.0,2062.0,5740990.0,72.0,2024,13.741023
Close To You,Close To You,Gracie Abrams,2024-06-07,"1,119",44.9,13700065.0,1162.0,89144538.0,74.0,2024,13.700065
Upa Cavalinho,"Galinha Pintadinha, Vol. 4",Galinha Pintadinha,2014-07-01,"1,485",38.0,13615330.0,1140.0,407642.0,49.0,2014,13.61533
Goin' Off,Goin' Off,Karan Aujla,2024-05-09,"1,118",44.9,13606839.0,836.0,4594419.0,70.0,2024,13.606839
ıııııııııııııııııııııııı,ıııııııııııııııııııııııı - Single,Ptrp Studio,2022-06-02,"1,515",37.8,13219831.0,3136.0,395560.0,45.0,2022,13.219831
Domingo Abacaxi Flamingo,Domingo Abacaxi Flamingo,Bolofofos,2020-09-02,"1,221",42.8,12933566.0,1887.0,331053.0,51.0,2020,12.933566
Go Back (feat. Julia Church),Go Back (feat. Julia Church),John Summit,2024-05-16,"1,913",33.1,12724701.0,3327.0,49830444.0,72.0,2024,12.724701
"Welcome To Rosas - From ""Wish""","Welcome To Rosas (From ""Wish"")",Ariana DeBose,2023-11-01,699,57.8,12375503.0,1146.0,6969708.0,,2023,12.375503
Accendio,IVE SWITCH,IVE,2024-04-29,"1,418",39.2,12367963.0,1027.0,749609.0,72.0,2024,12.367963
American Boy (No Rap Version),American Boy (Remixes 2024) - Single,Estelle,2024-05-22,"1,941",32.8,12102307.0,2.0,9001.0,,2024,12.102307
400 Degreez,400 Degreez (Deluxe Edition),JUVENILE,2024-03-29,687,58.3,11610247.0,2.0,2.0,,2024,11.610247
places to be,places to be,Fred again..,2024-05-31,"1,250",42.4,11581454.0,2277.0,40816159.0,73.0,2024,11.581454
Sorriso no Rosto,Sorriso no Rosto,Mc IG,2024-05-28,"1,874",33.6,11576361.0,935.0,26514018.0,71.0,2024,11.576361
Monkeys Spinning Monkeys,SteamFun - Single,Kevin MacLeod,2011-05-16,"1,018",47.6,11477477.0,7679.0,1490705.0,36.0,2011,11.477477
"Maroon Color Sadiya (From ""Fasal"")","Maroon Color Sadiya (From ""Fasal"") - Single",Kalpana,2024-03-12,617,61.2,10371919.0,142.0,221118.0,,2024,10.371919
WORK,GOLDEN HOUR : Part.1,ATEEZ,2024-05-31,282,91.7,10135326.0,678.0,14542753.0,31.0,2024,10.135326
Ya Leil W Yal Ein,Ya Leil W Yal Ein,AL SHAMI,2023-09-20,"1,574",37.0,9736339.0,2164.0,911622.0,,2023,9.736339
Nimbu Kharbuja Bhail 2,Nimbu Kharbuja Bhail 2,Khesari Lal Yadav,2023-12-11,546,65.6,9396018.0,139.0,195881.0,,2023,9.396018
The Craving (single version),The Craving (single version) - Single,Twenty One Pilots,2024-05-22,"1,083",46.0,9084595.0,1087.0,26826278.0,,2024,9.084595
HOLA PERDIDA REMIX,HOLA PERDIDA REMIX,Luck Ra,2024-05-31,"1,228",42.7,8981282.0,873.0,40161269.0,70.0,2024,8.981282
Zhurek,Zhurek,Adam,2023-10-06,770,55.3,8893883.0,1745.0,385351.0,,2023,8.893883
Never Stop,Valedictorian,ian,2024-05-17,"1,674",35.7,8857839.0,2138.0,9237218.0,68.0,2024,8.857839
SORRY 4 THAT MUCH,SORRY 4 THAT MUCH,Feid,2024-06-07,557,64.5,8757910.0,1184.0,87529320.0,71.0,2024,8.75791
Feel the POP,You had me at HELLO,ZEROBASEONE,2024-05-13,"1,060",46.6,8699917.0,533.0,10481435.0,58.0,2024,8.699917
Merayu Tuhan,Merayu Tuhan,Tri Suaka,2023-08-15,813,53.8,8517888.0,506.0,74157.0,43.0,2023,8.517888
